wf,loss_mwe,grad_mwe,sweep
0.98,151.55226113670204,-21307990.4102445,coarse
0.9813793103448276,151.6537212924423,22691533990.635773,coarse
0.9827586206896551,151.5981124909743,-1699494726154880.0,coarse
0.9841379310344828,151.5137615870103,-3168061768939.56,coarse
0.9855172413793103,151.50622174972557,-1012251.0149753602,coarse
0.9868965517241379,151.45609555309707,-2.838660816241373e+46,coarse
0.9882758620689656,151.47935024455043,1964278112.7216709,coarse
0.9896551724137931,151.45409093988286,-62517083432.60351,coarse
0.9910344827586207,151.44246210569435,20113067.745724846,coarse
0.9924137931034482,151.3748886942083,2197696.3219968053,coarse
0.9937931034482759,151.3738472888515,67876973.6761039,coarse
0.9951724137931034,151.36481902814162,6204053805170.972,coarse
0.996551724137931,151.30096022241176,-11361970110344.361,coarse
0.9979310344827587,151.2357695387117,-2.5323023526744497e+40,coarse
0.9993103448275862,151.2274807257897,-8.486349861956658e+16,coarse
1.0006896551724138,151.1583306397035,-9974.152539060788,coarse
1.0020689655172415,151.1578436547619,71035810.0478934,coarse
1.0034482758620689,151.13598543688207,6185.398454093758,coarse
1.0048275862068965,151.0652333979736,1.7454025786205468e+18,coarse
1.0062068965517241,151.12168933910556,359796036391419.5,coarse
1.0075862068965518,151.08262785502896,2.4909725606224337e+20,coarse
1.0089655172413794,151.00329838920197,1.0009692458688807e+22,coarse
1.0103448275862068,150.94479622519174,544518216.1658719,coarse
1.0117241379310344,150.92661217827452,-1650.9344469228906,coarse
1.013103448275862,150.9180588516837,1551.8164168110777,coarse
1.0144827586206897,150.9177070703781,-473954.40214733814,coarse
1.0158620689655173,150.84304564914424,2.965307228254556e+49,coarse
1.0172413793103448,150.847638594014,-565246.5817137044,coarse
1.0186206896551724,150.9041463380913,22017893.627362233,coarse
1.02,150.76952450936085,3.427598853834262e+23,coarse
