wf,loss_mwe,grad_mwe,sweep
1.0,151.72612075583427,438.3849133453726,coarse
1.0000253164556963,151.7274809481264,-4312321.355295936,fine
1.0000759493670885,151.78079209660203,1396.7982177669148,fine
1.000126582278481,151.7280850052355,-637890.7247007833,fine
1.0001772151898733,151.75631472628297,-107081050.08967014,fine
1.0002278481012659,151.74284569137455,-10007192.297976853,fine
1.0002784810126581,151.7440035932011,307570220.2203894,fine
1.0003291139240507,151.7429647085445,6163181.100290752,fine
1.000379746835443,151.7401156767364,-17.903057612840616,fine
1.0004303797468355,151.7450969608138,-2284.915562596433,fine
1.0004810126582278,151.7865582409847,105326273.19744942,fine
1.0005316455696203,151.75928418558004,-17501243.343656402,fine
1.0005822784810126,151.75657807787758,-803388.2112961335,fine
1.000632911392405,151.7240364610324,-1257426.415933961,fine
1.0006835443037976,151.7415337281337,1803.5248257656744,fine
1.0007341772151899,151.74124081493255,-88673175.17275867,fine
1.0007848101265824,151.74189136816733,-8122584.201112939,fine
1.0008354430379747,151.73975076350322,-33614.05202720722,fine
1.0008860759493672,151.73912697181228,-6829.961248347927,fine
1.0009367088607595,151.74005232563346,286399.27098499134,fine
1.000987341772152,151.73809593797318,-687.7671181509176,fine
1.0010379746835443,151.73890782835113,-665.9260005539771,fine
1.0010886075949368,151.77645355821704,-10759878.865837073,fine
1.001139240506329,151.77085917531838,-6.623418255805559e+112,fine
1.0011898734177216,151.7702296339467,1.510950071631312e+45,fine
1.0012405063291139,151.72016399347984,-14.297235001065157,fine
1.0012911392405064,151.73757380173043,211799.06448007794,fine
1.0013417721518987,151.73724779828416,-136803.20842741788,fine
1.0013924050632912,151.73613256799345,-42295.13540725941,fine
1.0014430379746835,151.73541960377312,294.547903857699,fine
1.001493670886076,151.73574190167912,-15175.547958310724,fine
1.0015443037974683,151.72038022104172,14866236081.484816,fine
1.0015949367088608,151.71844929626175,1747663815.7794251,fine
1.001645569620253,151.70915463245765,-1196756.3458575318,fine
1.0016666666666667,151.7149760148239,10934645.21863333,coarse
1.0016962025316456,151.71581426122353,-14244213798274.484,fine
1.0017468354430379,151.7142076060927,1197886267379.0464,fine
1.0017974683544304,151.71597422253467,-407275.74045238085,fine
1.0018481012658227,151.6600126660147,14668035.008500151,fine
1.0018987341772152,151.71098761884474,60630.495104955895,fine
1.0019493670886075,151.7094878676369,63498.556276371455,fine
1.002,151.6730731966356,93.52799415978117,fine
1.0033333333333334,151.70251459880475,-72.24862216313127,coarse
1.005,151.70170071144653,81502838648976.27,coarse
1.0066666666666666,151.6490381843141,-150529459753891.34,coarse
1.0083333333333333,151.59262921552855,1.768442258824482e+17,coarse
1.01,151.48217291503147,343990955.28504425,coarse
1.0116666666666667,151.51224779434602,-4564.787580890254,coarse
1.0133333333333334,151.4808186772501,2324902853.663539,coarse
1.0150000000000001,151.40986514080333,-166909680678.63663,coarse
1.0166666666666666,151.4032017439367,-284135.7076980304,coarse
1.0183333333333333,151.40826632689453,824360.147954906,coarse
1.02,151.29153822127563,-1131210402666.3567,coarse
