glacier,area_km2,wind_factor,point_spacing,actual_n_points,mass_balance,mass_balance_unweighted,mb_diff_from_median
gulkana,17.567,2.5,100.0,3880,-3.5141010794453518,-3.491372591342376,-0.0025681711826894826
gulkana,17.567,2.5,70.0,7966,-3.5089647370799733,-3.5162000340552697,0.0025681711826890385
