glacier,area_km2,wind_factor,kp,point_spacing,actual_n_points,mass_balance,mass_balance_unweighted,mb_diff_from_median
wolverine,16.749,1.0,1.0,275.0,533,2.307904269842793,2.296136715315668,0.0
