glacier,area_km2,wind_factor,kp,point_spacing,actual_n_points,mass_balance,mass_balance_unweighted,mb_diff_from_median
kahiltna,479.521,2.5,1.0,900.0,2009,-7.325487736163218,-4.200574301784719,0.0
