glacier,area_km2,wind_factor,kp,point_spacing,actual_n_points,mass_balance,mass_balance_unweighted,mb_diff_from_median
kennicott,292.531,1.0,5.0,850.0,1199,14.28445860149341,16.23903433071536,0.0
