glacier,area_km2,wind_factor,kp,point_spacing,actual_n_points,mass_balance,mass_balance_unweighted,mb_diff_from_median
wolverine,16.749,1.0,2.5,275.0,533,10.895533023816924,10.882365439334249,0.0
