glacier,area_km2,wind_factor,kp,point_spacing,actual_n_points,mass_balance,mass_balance_unweighted,mb_diff_from_median
kennicott,292.531,1.0,2.5,850.0,1199,5.8718209088964635,7.2135957613408195,0.0
