glacier,area_km2,wind_factor,requested_n_points,actual_n_points,mass_balance,mass_balance_unweighted,mb_diff_from_densest
kennicott,292.531,1.0,5,5,6.716953389755567,6.035013180270323,0.9718864364574484
kennicott,292.531,1.0,10,13,7.0403154628682785,6.557730242026985,1.2952485095701602
kennicott,292.531,1.0,20,19,6.468793094623866,6.331906595304979,0.7237261413257476
kennicott,292.531,1.0,35,36,5.513399858193913,5.6153800126762805,-0.23166709510420525
kennicott,292.531,1.0,50,51,6.1158504776122475,6.171757947486527,0.3707835243141293
kennicott,292.531,1.0,75,74,5.442845449970139,5.564205945928454,-0.3022215033279796
kennicott,292.531,1.0,100,96,5.78352311219047,5.852205147949346,0.038456158892351766
kennicott,292.531,1.0,150,149,5.675632689471626,5.793448615476626,-0.06943426382649243
kennicott,292.531,1.0,200,205,5.799910255196423,5.942479678290068,0.05484330189830455
kennicott,292.531,1.0,300,297,5.683191758906697,5.821454104235136,-0.06187519439142086
kennicott,292.531,1.0,400,393,5.686803874035961,5.85306624628111,-0.058263079262157014
kennicott,292.531,1.0,450,455,5.776402228194438,5.934181858703666,0.031335274896319376
kennicott,292.531,1.0,500,504,5.6740879239269635,5.83055425211441,-0.07097902937115474
kennicott,292.531,1.0,550,550,5.7188422819353075,5.831848622552714,-0.026224671362810703
kennicott,292.531,1.0,600,599,5.720836161377734,5.85169626802583,-0.024230791920384576
kennicott,292.531,1.0,670,657,5.685893617659387,5.768293519644078,-0.059173335638731395
kennicott,292.531,1.0,700,702,5.706715780746031,5.806577323060933,-0.038351172552086865
kennicott,292.531,1.0,750,758,5.7687421564311165,5.9362951087392695,0.023675203132998313
kennicott,292.531,1.0,800,799,5.780796403528484,5.918625612914268,0.03572945023036578
kennicott,292.531,1.0,850,844,5.727070951468931,5.839880497072584,-0.01799600182918759
kennicott,292.531,1.0,900,892,5.757820388913357,5.888891299264344,0.012753435615239006
kennicott,292.531,1.0,950,937,5.680026987720874,5.785035533558459,-0.06503996557724445
kennicott,292.531,1.0,1000,995,5.745066953298118,5.861038216499689,0.0
