glacier,area_km2,wind_factor,kp,point_spacing,actual_n_points,mass_balance,mass_balance_unweighted,mb_diff_from_median
lemon_creek,9.528,2.5,5.0,275.0,336,13.811223554234628,14.255338260426806,0.0
