glacier,area_km2,wind_factor,point_spacing,actual_n_points,mass_balance,mass_balance_unweighted,mb_diff_from_median
kahiltna,479.521,2.5,400.0,7496,-0.9933899395938662,0.46639937572169604,-0.011060812308859025
kahiltna,479.521,2.5,300.0,12663,-0.9712683149761483,-0.1760334208456148,0.011060812308858914
