glacier,area_km2,wind_factor,kp,point_spacing,actual_n_points,mass_balance,mass_balance_unweighted,mb_diff_from_median
gulkana,17.567,2.5,2.5,375.0,363,-3.506986919316164,-2.042134910772121,0.0
