glacier,area_km2,wind_factor,kp,point_spacing,actual_n_points,mass_balance,mass_balance_unweighted,mb_diff_from_median
wolverine,16.749,2.5,1.0,275.0,533,-8.235213384875129,-8.175019912075921,0.0
