glacier,area_km2,wind_factor,kp,point_spacing,actual_n_points,mass_balance,mass_balance_unweighted,mb_diff_from_median
gulkana,17.567,5.0,5.0,375.0,363,-6.18233672183279,-3.5223058632888575,0.0
