glacier,area_km2,wind_factor,kp,point_spacing,actual_n_points,mass_balance,mass_balance_unweighted,mb_diff_from_median
lemon_creek,9.528,2.5,1.0,275.0,336,-12.476672947728055,-12.016844438755216,0.0
