glacier,area_km2,wind_factor,kp,point_spacing,actual_n_points,mass_balance,mass_balance_unweighted,mb_diff_from_median
kahiltna,479.521,5.0,5.0,900.0,2009,11.70288116401829,14.087649812779429,0.0
