glacier,area_km2,wind_factor,kp,point_spacing,actual_n_points,mass_balance,mass_balance_unweighted,mb_diff_from_median
lemon_creek,9.528,5.0,5.0,275.0,336,4.629717412610882,5.197712135724622,0.0
