rgiid,site,lat,lon,elevation,slope,aspect
01.00570,pt000000,63.257837270347494,-145.44485866956785,1233.2288818359375,6.993742942810059,188.1016845703125
01.00570,pt000001,63.257837270347494,-145.4369336252204,1278.0023193359375,13.397987365722656,136.40338134765625
01.00570,pt000002,63.257837270347494,-145.42900858087296,1305.2135009765625,10.702098846435547,214.23948669433594
01.00570,pt000003,63.257837270347494,-145.42108353652552,1331.4268798828125,9.527933120727539,180.82403564453125
01.00570,pt000004,63.26576231469494,-145.4369336252204,1377.16259765625,8.981612205505371,151.53262329101562
01.00570,pt000005,63.26576231469494,-145.42900858087296,1377.3062744140625,5.324334144592285,217.51467895507812
01.00570,pt000006,63.26576231469494,-145.42108353652552,1421.3587646484375,4.537973880767822,240.70849609375
01.00570,pt000007,63.26576231469494,-145.41315849217807,1455.585205078125,6.04067850112915,192.54049682617188
01.00570,pt000008,63.273687359042384,-145.4527837139153,1859.8753662109375,21.541587829589844,58.29672622680664
01.00570,pt000009,63.273687359042384,-145.44485866956785,1747.013427734375,31.160619735717773,71.99469757080078
01.00570,pt000010,63.273687359042384,-145.4369336252204,1661.537109375,18.94480323791504,152.60726928710938
01.00570,pt000011,63.273687359042384,-145.42900858087296,1617.166748046875,14.974589347839355,131.08485412597656
01.00570,pt000012,63.273687359042384,-145.42108353652552,1546.03759765625,4.433434963226318,157.39199829101562
01.00570,pt000013,63.273687359042384,-145.41315849217807,1540.2783203125,5.993288993835449,150.68568420410156
01.00570,pt000014,63.273687359042384,-145.37353327044084,2222.70556640625,21.237985610961914,59.935123443603516
01.00570,pt000015,63.28161240338983,-145.48448389130508,1958.4212646484375,5.56571626663208,150.80316162109375
01.00570,pt000016,63.28161240338983,-145.47655884695763,1927.794677734375,9.576897621154785,117.67620086669922
01.00570,pt000017,63.28161240338983,-145.46863380261019,1879.9290771484375,4.06050443649292,171.4520263671875
01.00570,pt000018,63.28161240338983,-145.46070875826274,1868.69970703125,9.155924797058105,187.0718994140625
01.00570,pt000019,63.28161240338983,-145.4527837139153,1871.8157958984375,9.750198364257812,196.38412475585938
01.00570,pt000020,63.28161240338983,-145.4369336252204,1885.9991455078125,34.77590560913086,55.25376892089844
01.00570,pt000021,63.28161240338983,-145.42900858087296,1718.280517578125,23.153074264526367,121.95452117919922
01.00570,pt000022,63.28161240338983,-145.42108353652552,1611.42236328125,8.245955467224121,172.4391326904297
01.00570,pt000023,63.28161240338983,-145.41315849217807,1624.7427978515625,5.267452716827393,196.85081481933594
01.00570,pt000024,63.28161240338983,-145.40523344783062,1619.1893310546875,5.526424884796143,169.50662231445312
01.00570,pt000025,63.28161240338983,-145.38938335913573,1931.4102783203125,28.483383178710938,36.33319091796875
01.00570,pt000026,63.28161240338983,-145.3814583147883,1948.044677734375,8.641735076904297,325.7763671875
01.00570,pt000027,63.28161240338983,-145.37353327044084,2004.9957275390625,7.119832992553711,270.857666015625
01.00570,pt000028,63.28161240338983,-145.3656082260934,2048.76171875,21.083616256713867,246.12484741210938
01.00570,pt000029,63.28161240338983,-145.35768318174595,2107.523193359375,27.811723709106445,244.3574676513672
01.00570,pt000030,63.28161240338983,-145.3497581373985,2251.1259765625,11.2752046585083,274.1468505859375
01.00570,pt000031,63.289537447737274,-145.48448389130508,2060.878662109375,8.744048118591309,190.27838134765625
01.00570,pt000032,63.289537447737274,-145.47655884695763,2087.7265625,17.404342651367188,198.35748291015625
01.00570,pt000033,63.289537447737274,-145.46863380261019,2081.119140625,14.075725555419922,124.34574890136719
01.00570,pt000034,63.289537447737274,-145.46070875826274,2050.0205078125,8.704719543457031,189.91925048828125
01.00570,pt000035,63.289537447737274,-145.4527837139153,2017.2308349609375,12.7489595413208,134.17422485351562
01.00570,pt000036,63.289537447737274,-145.44485866956785,1988.953369140625,14.928783416748047,141.0631561279297
01.00570,pt000037,63.289537447737274,-145.4369336252204,1903.2720947265625,20.791513442993164,111.39849090576172
01.00570,pt000038,63.289537447737274,-145.42900858087296,1791.8846435546875,22.932756423950195,144.00794982910156
01.00570,pt000039,63.289537447737274,-145.41315849217807,1684.1558837890625,4.67091703414917,209.64710998535156
01.00570,pt000040,63.289537447737274,-145.40523344783062,1709.457763671875,2.0689280033111572,243.55136108398438
01.00570,pt000041,63.289537447737274,-145.39730840348318,1752.37060546875,5.18011999130249,262.9140625
01.00570,pt000042,63.289537447737274,-145.38938335913573,1778.1673583984375,2.2113475799560547,287.48626708984375
01.00570,pt000043,63.289537447737274,-145.3814583147883,1863.4608154296875,21.659448623657227,253.58468627929688
01.00570,pt000044,63.29746249208472,-145.47655884695763,2204.536865234375,6.455397605895996,237.23690795898438
01.00570,pt000045,63.29746249208472,-145.4369336252204,2101.12939453125,6.102188587188721,208.729248046875
01.00570,pt000046,63.29746249208472,-145.42900858087296,1986.39501953125,21.17238998413086,66.92683410644531
01.00570,pt000047,63.29746249208472,-145.42108353652552,1913.6982421875,6.667925834655762,168.24844360351562
01.00570,pt000048,63.29746249208472,-145.40523344783062,1840.3858642578125,8.90189266204834,146.3826141357422
